task_name,dataset_id,error_rate,method,n_raw,n_w,n_w_e1,n_w_e2,TP_e1,TP_e2,FP_e1,FP_e2,FN_e1,FN_e2,n_r2r,EDR_e1,Precision_e1,Recall_e1,F1_e1,EDR_e2,Precision_e2,Recall_e2,F1_e2
beers,2,25.001085682025447,Unified,26510,5874,3464,2410,2307,1521,2730,3084,1157,889,14822,-0.12211316397193386,0.45801072066615445,0.6659930715916109,0.5427596705022306,-0.6485477178396326,0.3302931596084033,0.6311203319475888,0.4336421907840934
beers,2,25.001085682025447,GroundTruth,26510,5874,3464,2410,3464,2294,0,0,0,116,20636,0.9999999999971132,0.9999999999971132,0.9999999999971132,0.9999999949971132,0.9518672199130628,0.9999999999956408,0.9518672199130628,0.9753401310533155
beers,3,14.999782863594909,mode,26510,3615,0,3615,0,2940,916,2936,0,675,19043,-91600000000.0,0.0,0.0,0.0,0.0011065006915598715,0.5003403675961533,0.8132780082965054,0.6195342909309611
beers,3,14.999782863594909,bigdansing,26510,3615,0,3615,0,2913,0,3088,0,702,19807,0.0,0.0,0.0,0.0,-0.04840940525574437,0.48541909681638823,0.8058091286284763,0.6058652199322017
beers,3,14.999782863594909,boostclean,26510,3615,0,3615,0,2607,0,4786,0,1008,18109,0.0,0.0,0.0,0.0,-0.60276625172724,0.3526308670359088,0.7211618257241462,0.47365551884390167
beers,3,14.999782863594909,holoclean,26510,3615,0,3615,0,1390,894,11604,0,2225,10397,-89400000000.0,0.0,0.0,0.0,-2.8254495158981316,0.10697244882245115,0.3845089903170553,0.16737912839020838
beers,3,14.999782863594909,horizon,26510,3615,0,3615,0,2962,0,2739,0,653,20156,0.0,0.0,0.0,0.0,0.06168741355446283,0.5195579722846526,0.8193637621000848,0.6358952292553376
beers,3,14.999782863594909,scared,26510,3615,0,3615,0,2938,13,2953,0,677,19929,-1300000000.0,0.0,0.0,0.0,-0.004149377593349518,0.49872687149805006,0.8127247579507255,0.6181359094448059
beers,3,14.999782863594909,baran,26510,3615,0,3615,0,2683,1604,2873,0,932,18418,-160400000000.0,0.0,0.0,0.0,-0.05255878284909389,0.4829013678896996,0.7421853388637838,0.5851052182081908
beers,3,14.999782863594909,Unified,26510,3615,0,3615,0,2678,1,4372,0,937,18522,-100000000.0,0.0,0.0,0.0,-0.46860304287560556,0.37985815602783,0.7408022129993339,0.5022034648098179
beers,3,14.999782863594909,GroundTruth,26510,3615,0,3615,0,3458,0,0,0,157,22895,0.0,0.0,0.0,0.0,0.9565698478535088,0.9999999999971082,0.9565698478535088,0.9778029074837932
beers,4,19.998262908759283,mode,26510,4766,1151,3615,918,2793,907,3592,233,822,17245,0.009556907037275788,0.5030136986273808,0.7975673327471976,0.6169354791232844,-0.2210235131390843,0.4374314800306383,0.7726141078816802,0.5585999953825279
beers,4,19.998262908759283,bigdansing,26510,4766,1151,3615,907,2714,650,3260,244,901,17834,0.22328410077998886,0.5825305073822574,0.7880104257099217,0.6698670556687419,-0.15103734439792244,0.4543019752252188,0.7507607192233727,0.5660652784383543
beers,4,19.998262908759283,boostclean,26510,4766,1151,3615,819,2470,928,4393,332,1145,16423,-0.09470026064209644,0.4688036634203274,0.7115551694117155,0.5652173865119254,-0.5319502074674082,0.3599009179653797,0.6832641770382206,0.4714640153306636
beers,4,19.998262908759283,holoclean,26510,4766,1151,3615,429,1380,912,11198,722,2235,9634,-0.41963509990947323,0.31991051453900143,0.37271937445375575,0.34430176067638285,-2.715905947433704,0.10971537605333938,0.3817427385881556,0.17044401555222488
beers,4,19.998262908759283,horizon,26510,4766,1151,3615,906,2761,710,2943,245,854,18091,0.1702867072096413,0.5606435643529664,0.7871416159792604,0.654860855273807,-0.05034578146597415,0.4840462833091093,0.7637621023492013,0.5925528442681146
beers,4,19.998262908759283,scared,26510,4766,1151,3615,857,2586,1642,2974,294,1029,17128,-0.6820156385692266,0.3429371748685757,0.74456993917685,0.4695890367752856,-0.10733056708130753,0.46510791366822823,0.7153526970934568,0.5637057172943128
beers,4,19.998262908759283,baran,26510,4766,1151,3615,890,2642,1477,2700,261,973,17567,-0.5099913118982625,0.37600337980407267,0.7732406602886774,0.5059692963335527,-0.016044260027618135,0.4945713216014703,0.7308437067752951,0.5899296591345448
beers,4,19.998262908759283,Unified,26510,4766,1151,3615,847,2539,905,4006,304,1076,16833,-0.05039096437836325,0.4834474885817155,0.7358818418702356,0.583534270098328,-0.40580912862958285,0.3879297173408893,0.7023513139676284,0.4998031450211474
beers,4,19.998262908759283,GroundTruth,26510,4766,1151,3615,1151,3449,0,0,0,166,21744,0.999999999991312,0.999999999991312,0.999999999991312,0.9999999949913119,0.9540802212974991,0.9999999999971007,0.9540802212974991,0.9765005612514122
beers,5,25.001085682025447,mode,26510,5933,2318,3615,1761,2647,888,4175,557,968,15514,0.37661777394142965,0.6647791619453953,0.7597066436550488,0.7090799225409922,-0.4226832641758709,0.38800938141250657,0.7322268326397449,0.5072338749383889
beers,5,25.001085682025447,bigdansing,26510,5933,2318,3615,1706,2550,1269,3334,612,1065,15974,0.18852459016312112,0.5734453781493329,0.7359792924903539,0.6446249714585042,-0.2168741355457348,0.43337865397614994,0.705394190869418,0.5368986161916214
beers,5,25.001085682025447,boostclean,26510,5933,2318,3615,1531,2304,1753,4046,787,1311,14778,-0.09577221742840478,0.4661997563932211,0.6604831751481429,0.5465904985383696,-0.481881051174324,0.3628346456687199,0.6373443983384859,0.4624184600019068
beers,5,25.001085682025447,holoclean,26510,5933,2318,3615,867,1293,933,10671,1451,2322,8973,-0.028472821397633855,0.4816666666639908,0.3740293356325538,0.421078188374787,-2.5941908713621187,0.10807422266791367,0.3576763485467284,0.16599267889295846
beers,5,25.001085682025447,horizon,26510,5933,2318,3615,1723,2595,1308,3093,595,1020,16176,0.17903364969724317,0.5684592543696191,0.7433132010321687,0.6442325619213528,-0.137759336099204,0.45622362869118105,0.7178423236494665,0.5578845486169504
beers,5,25.001085682025447,scared,26510,5933,2318,3615,1515,2274,3355,2705,803,1341,14517,-0.7937877480552469,0.3110882956872462,0.6535806729911408,0.42153588878433934,-0.11922544951557615,0.4567182165084219,0.6290456431517869,0.5292064182105952
beers,5,25.001085682025447,baran,26510,5933,2318,3615,1834,2652,1427,2558,484,963,16592,0.1755823986187421,0.5624041704981221,0.7911993097463711,0.6574654907490254,0.026002766251656977,0.509021113242785,0.7336099585041947,0.6010198251902952
beers,5,25.001085682025447,Unified,26510,5933,2318,3615,1571,2328,1825,3810,747,1287,14942,-0.10957722174240908,0.4626030624250218,0.6777394305406482,0.549877489050731,-0.40995850622293234,0.37927663734053557,0.6439834024878451,0.4773915671576769
beers,5,25.001085682025447,GroundTruth,26510,5933,2318,3615,2318,3430,0,0,0,185,20577,0.999999999995686,0.999999999995686,0.999999999995686,0.9999999949956859,0.9488243430125898,0.9999999999970846,0.9488243430125898,0.9737402363065744
beers,6,29.999565727189818,mode,26510,7063,3448,3615,2453,2522,913,4618,995,1093,13916,0.44663573085717334,0.7287581699324754,0.711426914151069,0.7199882544644166,-0.5798063623773726,0.35322128851491147,0.6976486860284989,0.4689911624353598
beers,6,29.999565727189818,bigdansing,26510,7063,3448,3615,2263,2340,2040,3319,1185,1275,14088,0.06467517401373354,0.5259121543097237,0.6563225057985606,0.5839246499425739,-0.2708160442592785,0.4135006184831004,0.6473029045625248,0.5046366137451378
beers,6,29.999565727189818,boostclean,26510,7063,3448,3615,2134,2211,2457,3717,1314,1404,13273,-0.09367749419926429,0.46482247876178434,0.6189095127592259,0.5309118000506222,-0.4165975103722916,0.3729757085013951,0.611618257259719,0.4633762920547856
beers,6,29.999565727189818,holoclean,26510,7063,3448,3615,1268,1218,998,10167,2180,2397,8282,0.07830626450093299,0.5595763459816435,0.36774941995252974,0.443822186321958,-2.4755186721923224,0.10698287220016953,0.33692946057998086,0.16239999634140354
beers,6,29.999565727189818,horizon,26510,7063,3448,3615,2358,2391,1826,3238,1090,1224,14383,0.15429234338702352,0.5635755258112726,0.6838747099748148,0.6179245233467673,-0.23430152143780278,0.42476461183083186,0.6614107883799132,0.5173085196845106
beers,6,29.999565727189818,scared,26510,7063,3448,3615,1890,1939,5239,2027,1558,1676,12181,-0.9712877030134244,0.2651143217838896,0.5481438515065309,0.35737921466513645,-0.02434301521431717,0.4889056984354793,0.5363762102336477,0.5115420079364235
beers,6,29.999565727189818,baran,26510,7063,3448,3615,2692,2720,1279,2376,756,895,15792,0.4098027842215493,0.6779148828993253,0.7807424593944874,0.7257042678359388,0.09515905947414895,0.5337519623223436,0.7524204702607126,0.6244977565941305
beers,6,29.999565727189818,Unified,26510,7063,3448,3615,2156,2183,2626,3589,1292,1432,13232,-0.13631090487199446,0.4508573818476561,0.6252900232000427,0.5239368116550015,-0.3889349930832948,0.378205128204473,0.6038727524187998,0.46511131943474365
beers,6,29.999565727189818,GroundTruth,26510,7063,3448,3615,3448,3455,0,0,0,160,19447,0.9999999999970998,0.9999999999970998,0.9999999999970998,0.9999999949970997,0.9557399723348389,0.9999999999971056,0.9557399723348389,0.9773691604877733
flights,15,5.0014029180695845,mode,16632,712,712,0,678,0,0,664,34,0,15256,0.9522471909978617,0.9999999999852507,0.9522471909978617,0.9755395633342788,-66400000000.0,0.0,0.0,0.0
flights,15,5.0014029180695845,bigdansing,16632,712,712,0,644,0,123,930,68,0,14867,0.7317415730234306,0.8396349413189096,0.9044943820097683,0.8708586832980456,-93000000000.0,0.0,0.0,0.0
