task_name,num,dataset_id,error_rate,m,n,anomaly,missing,format,knowledge,cleaning_method,multi_wasserstein,outlier_ratio_rep,mean_col1,var_col1,normal_p_col1,mean_col2,var_col2,normal_p_col2,mean_col3,var_col3,normal_p_col3,kl_numeric_avg,corr_avg,corr_max,cat_kl_avg
rayyan,6,57,22.272727272727273,12,1000,5.0,0.0,2.5,2.5,scared,2.2640302749686754,0.093,44.16904262117933,274447.0730820205,0.0,98.54854408077482,239021.49090490327,0.0,724334.0890665457,676566279014.1547,5.213530936520482e-41,-0.0003331656043738616,0.029429657597418894,0.03902316721402653,-0.004016037788800803
rayyan,6,57,22.272727272727273,12,1000,5.0,0.0,2.5,2.5,baran,3976.425455725188,0.063,48.122075289586846,294664.02795640787,0.0,99.15553683015644,238988.30480350042,0.0,16528108.925131459,1.2495939970430096e+17,0.0,0.0006673342235576562,0.01665205039920416,0.038730589033956354,-0.0011584094127232638
rayyan,6,57,22.272727272727273,12,1000,5.0,0.0,2.5,2.5,Unified,0.0,0.095,48.775448680626226,294624.3212117566,0.0,99.27657119237134,238968.51209102295,0.0,724334.0890665457,676566279014.1547,5.213530936520482e-41,0.0,0.030922303363082982,0.03884250521724799,0.0
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,mode,704.9660509657766,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.0857756041073906,,,-0.05378045060475965
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,bigdansing,275.0998699000533,0.08381839348079162,49.53220696937698,311003.94901446876,0.0,63.35015772870663,79368.82989208035,0.0,425373.7071129707,100220021550.46912,1.1846233084492163e-21,0.018983238034607244,0.04564833756688803,0.0829802589741311,0.17378752359305347
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,boostclean,0.0,0.35294117647058826,50.082365364308345,311079.6232299171,0.0,67.24392819429778,79593.40872366502,0.0,500011.65271966526,84147598113.1044,9.221316824512547e-18,0.0,0.16363298101156684,0.3501761006027911,0.0025237316454005776
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,holoclean,462.70028521125,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.031095837677273173,0.030541504964916245,0.07299376547153719,0.8796825515812047
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,horizon,0.0,0.07602339181286549,50.082365364308345,311079.6232299171,0.0,67.24392819429778,79593.40872366502,0.0,500011.65271966526,84147598113.1044,9.221316824512547e-18,0.0,0.06465992711760776,0.08151612621558356,0.1701709537386869
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,scared,101.86305230208498,0.08729139922978177,49.80842105263158,310114.77463923243,0.0,65.61093585699264,79350.26320659692,0.0,496009.34553775744,87633885424.23558,4.261514988274685e-18,0.004709201394398086,0.06450458232815658,0.08204771378844833,-0.009573615046295244
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,baran,39.9673578397222,0.07745664739884393,49.7071129707113,308163.8659598239,0.0,67.21518987341773,79514.45417240319,0.0,500382.6948798328,84191329989.36916,8.48688797404509e-18,1.752191067590587e-06,0.0647202890291323,0.08162296586741528,-0.005217545742380301
rayyan,7,60,18.509090909090908,12,1000,0.0,2.5,2.5,0.0,Unified,0.0,0.07602339181286549,50.082365364308345,311079.6232299171,0.0,67.24392819429778,79593.40872366502,0.0,500011.65271966526,84147598113.1044,9.221316824512547e-18,0.0,0.06465992711760776,0.08151612621558356,-0.00012488132909015294
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,mode,712.472879403888,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.08400111869556247,,,-0.02071174790182024
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,bigdansing,252.69661006661659,0.06301369863013699,50.96132596685083,324357.05491859384,0.0,65.40418502202643,87151.82432645743,0.0,443043.53459821426,97822368151.29266,6.095712361283763e-20,0.01294661850592533,0.05604898117389453,0.0770258792278885,0.1901616461838478
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,boostclean,0.0,0.22727272727272727,51.065193370165744,324346.98357698135,0.0,70.43381535038932,87819.29043654048,0.0,502913.1629464286,83931306267.18011,2.2869484257365958e-17,0.0,0.1516094394041697,0.3017349655096876,-0.001402947512064535
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,holoclean,451.13863335035137,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.03102725887412929,0.030541504964916245,0.07299376547153719,0.8644685243616952
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,horizon,0.0,0.060941828254847646,51.065193370165744,324346.98357698135,0.0,70.43381535038932,87819.29043654048,0.0,502913.1629464286,83931306267.18011,2.2869484257365958e-17,0.0,0.05549055849679657,0.07547481812475194,-0.027480941317728772
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,scared,92.88309619106579,0.06412213740458016,50.3438864628821,320487.77997351275,0.0,66.5421686746988,82457.34498520398,0.0,501850.36926889716,86616107269.83617,1.5026223863587154e-17,0.0032572675135645007,0.05758494196896713,0.07881626961116169,-0.010081741222901256
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,baran,47.26134192054116,0.06105834464043419,50.388888888888886,319780.8333333334,0.0,70.41130820399113,87548.74628707694,0.0,503153.0490523969,83889251107.71411,2.2447991067517113e-17,1.8286627289029586e-06,0.05548857796305844,0.07683856224591935,-0.002775341169845221
rayyan,8,59,22.272727272727273,12,1000,0.0,5.0,5.0,0.0,Unified,0.0,0.060941828254847646,51.065193370165744,324346.98357698135,0.0,70.43381535038932,87819.29043654048,0.0,502913.1629464286,83931306267.18011,2.2869484257365958e-17,0.0,0.05549055849679657,0.07547481812475194,0.0
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,mode,706.3366268520844,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.08539618883459012,,,-0.03181612489638752
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,bigdansing,228.4495493946054,0.07175925925925926,49.31335436382755,309704.80275831535,0.0,61.93782929399368,78842.83684802568,0.0,447456.3937172775,99776569518.33958,5.053881287830066e-21,0.012396985712330008,0.04386467226772154,0.06486709445124966,0.15769228379762837
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,boostclean,0.0,,49.88538380651946,309778.2910598262,0.0,66.09004237288136,79220.28774803637,0.0,500645.1015706806,83976883628.27585,8.068067404755403e-18,0.0,0.169047465868676,0.3835708954331738,-0.0003962024553904451
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,holoclean,302.37015342838157,0.064,70.87885521908343,1081629.17781737,0.0,74.97200476362053,81823.03712794658,0.0,591602.2125476951,322069142506.9632,2.794049008017253e-41,0.014449003630709466,0.0275750108180069,0.05909197083268409,0.5997562374440092
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,horizon,0.0,0.07325581395348837,49.88538380651946,309778.2910598262,0.0,66.09004237288136,79220.28774803637,0.0,500645.1015706806,83976883628.27585,8.068067404755403e-18,0.0,0.041603958190426116,0.06343437386647514,0.12534349049917567
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,scared,50.75306878952088,0.07233065442020666,44.74008350730689,286472.0232819157,0.0,65.07578947368421,78766.85831734237,0.0,500645.1015706806,83976883628.27585,8.068067404755403e-18,-0.00035019980874066194,0.03820756284041383,0.06279074075951077,-0.004271115832099088
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,baran,25.67919756308505,0.07407407407407407,49.78488982161595,309132.311872283,0.0,66.04232804232804,79138.51939287955,0.0,500648.2445141066,83812594396.37529,8.882046214732085e-18,3.304308369572399e-06,0.041551221309314504,0.06346689701619314,-0.014812413969921494
rayyan,9,67,18.863636363636363,12,1000,0.0,2.5,0.0,2.5,Unified,0.0,0.07325581395348837,49.88538380651946,309778.2910598262,0.0,66.09004237288136,79220.28774803637,0.0,500645.1015706806,83976883628.27585,8.068067404755403e-18,0.0,0.041603958190426116,0.06343437386647514,0.0
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,mode,708.9487417066509,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.08618012350277404,,,-0.05935161647195257
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,bigdansing,236.34025407573102,0.06765899864682003,34.50387596899225,185458.31456367418,0.0,66.57413600891861,88021.15549102167,0.0,449145.61233480176,97288857547.99066,9.507811062314835e-20,0.009855413535853568,0.02940799325336509,0.041867752182464024,0.14826814126424281
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,boostclean,0.0,0.5,34.93355481727575,185564.43682182822,0.0,70.26996625421822,88573.26487398535,0.0,503494.76762114535,84900704198.01761,1.1800149991458892e-17,0.0,0.1603887361251851,0.4380357374034371,-0.0052778541604066665
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,holoclean,456.6121371237246,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.031298153057099355,0.030541504964916245,0.07299376547153719,0.7674989311836558
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,horizon,0.0,0.07639836289222374,34.93355481727575,185564.43682182822,0.0,70.26996625421822,88573.26487398535,0.0,503494.76762114535,84900704198.01761,1.1800149991458892e-17,0.0,0.033137710982281236,0.04070495161965859,-0.028691228144269085
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,scared,109.0404755900645,0.07391304347826087,29.684268426842685,161999.56650334632,0.0,69.31019036954088,88226.12004177987,0.0,507075.09684947494,88648066975.6086,1.5591478769151031e-18,0.0036561345808294714,0.03226678018154148,0.03966549675066662,-0.004363725907700053
