task_name,num,dataset_id,error_rate,m,n,anomaly,missing,format,knowledge,cleaning_method,multi_wasserstein,outlier_ratio_rep,mean_col1,var_col1,normal_p_col1,mean_col2,var_col2,normal_p_col2,mean_col3,var_col3,normal_p_col3,mean_col4,var_col4,normal_p_col4,kl_numeric_avg,corr_avg,corr_max,cat_kl_avg
beers,5,46,8.937759336099585,11,2410,2.5,0.0,1.25,1.25,scared,6.023279285221116,0.13214990138067062,0.0879582610081403,0.4480561151595091,0.0,46.73171349305852,2239.109221647096,1.401298464324817e-45,1652.46607499162,2121372.4881862365,0.0,15.153325459048169,81.05222282456536,0.0,0.0018540615664718158,0.047289317103411964,0.2008541820765111,0.008888822638702921
beers,5,46,8.937759336099585,11,2410,2.5,0.0,1.25,1.25,baran,10.618300276132699,0.12026359143327842,0.0879582610081403,0.4480561151595091,0.0,49.02721458637488,2652.5397408041727,0.0,1522.1779678869457,1574078.0260658003,0.0,13.9302801992528,7.719697772369395,0.0,-0.006494005739804036,0.06395811940837626,0.16758001243438125,-0.009769568252121759
beers,5,46,8.937759336099585,11,2410,2.5,0.0,1.25,1.25,Unified,0.0,0.13509060955518945,0.0879582610081403,0.4480561151595091,0.0,49.11337299072392,2648.425189060784,0.0,1652.46607499162,2121372.4881862365,0.0,16.090162718219553,132.06417973869614,0.0,0.0,0.0405806609054355,0.16763388969065107,-0.042670036937488776
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,mode,43.59165664840687,0.25,0.058480912863070535,0.00016951582482013336,4.0108248941337356e-36,20.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0,-0.17140474138683473,,,-0.040504977766892734
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,bigdansing,0.0,0.15311004784688995,0.11793088978378855,0.5450791117206611,0.0,55.12286920859281,4105.470695594666,0.0,1923.8086222113466,3857273.2822135715,0.0,18.189621960133813,227.7352125311721,0.0,0.0,0.032759832238783454,0.1319122402632917,0.00512012037472133
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,boostclean,0.0005140060745084662,0.12440191387559808,0.11793088978378852,0.5450791117206611,0.0,55.12286920859281,4105.470695594666,0.0,1923.8086222113466,3857273.2822135715,0.0,18.189621960133813,227.7352125311721,0.0,0.0,0.04647228877720813,0.23294953387623396,-7.407254815409455e-05
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,holoclean,15.313933225419134,0.11991869918699187,0.08638871794255355,0.44162869646738806,0.0,44.96256813766067,1897.2409768921675,0.0,1662.8792236258178,2184315.5348271285,0.0,16.177687232799023,145.2220186751316,0.0,0.019934605446934203,0.039933212338324954,0.15456609919455816,-0.002679500066847222
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,horizon,0.0,0.15311004784688995,0.11793088978378855,0.5450791117206611,0.0,55.12286920859281,4105.470695594666,0.0,1923.8086222113466,3857273.2822135715,0.0,18.189621960133813,227.7352125311721,0.0,0.0,0.032759832238783454,0.1319122402632917,0.03159396504282657
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,scared,2.8061445556325584,0.14171974522292993,0.1119205031233192,0.5315701727692155,0.0,53.45422788697054,3820.246691812951,0.0,1923.8086222113466,3857273.2822135715,0.0,17.697364750842763,201.13266300435265,0.0,0.00039739302512952065,0.03440470733621939,0.1387738903923094,-0.0028221024630630544
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,baran,18.160452043314606,0.10845295055821372,0.08282776739930175,0.4514347108969848,0.0,55.11535158002684,4105.408858860685,0.0,1616.6923169242716,2886970.2439347547,0.0,18.145464104554076,225.84648730346584,0.0,0.012710747163030759,0.027250764026898838,0.1290673753433951,-0.028920122954940234
beers,6,42,13.377593360995851,11,2410,5.0,0.0,2.5,2.5,Unified,0.0,0.15311004784688995,0.11793088978378855,0.5450791117206611,0.0,55.12286920859281,4105.470695594666,0.0,1923.8086222113466,3857273.2822135715,0.0,18.189621960133813,227.7352125311721,0.0,0.0,0.032759832238783454,0.1319122402632917,-0.05462576316509455
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,mode,37.534333462185096,0.316,0.05897551867219917,0.00016784705504427556,1.723228570968654e-34,20.0,0.0,1.0,1.0,0.0,1.0,11.995039419087137,0.059303744813278034,0.0,-0.20268244861201076,0.014118040166624697,0.014118040166624697,-0.01822024722992276
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,bigdansing,0.0,0.18843683083511778,0.07423076923076923,0.4591012171986429,0.0,43.15430711610487,762.6028581215011,6.341050520849742e-31,1432.9938917975567,567472.9742097273,3.534608431687169e-24,13.588360262008734,5.42248919518735,0.0,0.0,0.09837912526452937,0.3352783452215806,0.007430085933603124
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,boostclean,0.0,0.2291220556745182,0.07423076923076923,0.4591012171986429,0.0,43.15430711610487,762.6028581215011,6.341050520849742e-31,1432.9938917975567,567472.9742097273,3.534608431687169e-24,13.588360262008734,5.42248919518735,0.0,0.0,0.12127691318937484,0.48550117331418663,-0.00013459422675789684
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,holoclean,12.764044487806725,0.08661417322834646,0.07827790611168248,0.4284859440704699,0.0,48.669411920499236,2188.6378535472677,0.0,1558.0150791231072,1572832.5001774912,0.0,14.71926688923476,67.06054205117684,0.0,0.015671003088946832,0.05056564543690437,0.1524638598072711,0.005056031410925759
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,horizon,0.0,0.18843683083511778,0.07423076923076923,0.4591012171986429,0.0,43.15430711610487,762.6028581215011,6.341050520849742e-31,1432.9938917975567,567472.9742097273,3.534608431687169e-24,13.588360262008734,5.42248919518735,0.0,0.0,0.09837912526452937,0.3352783452215806,0.00496172205433534
beers,7,50,8.651452282157676,11,2410,0.0,2.5,2.5,0.0,scared,4.61794031233136,0.16883116883116883,0.07423076923076923,0.4591012171986429,0.0,43.091733870967744,805.8533322076104,1.0620486511543726e-28,1426.5884109916367,566156.8233204861,2.0184373400204546e-20,13.463111541774333,4.887374986691375,0.0,0.0010246710249687068,0.11107761913583077,0.3689037018047044,0.11848690109660165
