task_name,num,dataset_id,error_rate,m,n,anomaly,missing,format,knowledge,cleaning_method,cluster_method,parameters,Silhouette Score,Davies-Bouldin Score,Combined Score
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,baran,HC,"k=12, linkage=single, metric=manhattan",0.5262251326193672,0.33729769116872443,1.7454826301767616
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,baran,KMEANS,k=15,0.6553120967599508,0.5837189236595243,1.1842326980889433
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,baran,KMEANSPPS,k=12,0.5609457818092214,0.6445878518422157,1.0561623466878878
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,Unified,KMEANSNF,k=11,0.5999360054090354,0.8521419739118983,0.886724687983929
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,Unified,GMM,"n_components=5, covariance type=tied",0.5641897899213232,0.38681612371144114,1.5746987171658402
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,Unified,HC,"k=5, linkage=average, metric=euclidean",0.7113138091485441,0.23309918407553615,2.5006665577954275
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,Unified,KMEANS,k=15,0.6506214604132816,0.5192411465457333,1.2882544478343065
rayyan,1,53,18.89090909090909,12,1000,0.0,5.0,,,Unified,KMEANSPPS,k=14,0.5750715621040453,0.9939281497816893,0.7905902524540271
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,mode,KMEANS,k=29,0.5978543794229304,0.8809115974657532,0.8665210339047109
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,bigdansing,KMEANSNF,k=13,0.6280486217512368,0.9090872984625625,0.8640264953144439
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,bigdansing,GMM,"n_components=10, covariance type=full",0.7116002870738576,0.3688346115732834,1.7114212927214476
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,bigdansing,HC,"k=6, linkage=single, metric=manhattan",0.7203475164607669,0.21287452456372954,2.708975245983381
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,bigdansing,KMEANS,k=13,0.7534855703816908,0.3674580087534807,1.7374424790038565
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,bigdansing,KMEANSPPS,k=13,0.5691880533149812,0.9805344247792102,0.7945200296252972
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,holoclean,KMEANSNF,k=14,0.33628011033770827,1.2251469428252013,0.5762543658057439
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,holoclean,GMM,"n_components=18, covariance type=tied",0.38590734529616294,0.7891561798257644,0.8265418175326513
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,holoclean,HC,"k=5, linkage=single, metric=euclidean",0.7264490010038992,0.18409674863732012,3.0791877301678094
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,holoclean,KMEANS,k=25,0.3616802792755447,0.8136387965332567,0.7953634417841234
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,holoclean,KMEANSPPS,k=15,0.31238420541871986,1.0932353888521475,0.6135501475536451
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,horizon,KMEANSNF,k=8,0.6220064732983231,0.8473894011936752,0.9010507393624063
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,horizon,GMM,"n_components=10, covariance type=tied",0.707930646658683,0.34567358932596287,1.8004165867161737
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,horizon,HC,"k=6, linkage=average, metric=manhattan",0.5843586673508608,0.20038186876567365,2.7874150707205794
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,horizon,KMEANS,k=11,0.7290895091277213,0.43272189698563984,1.520021293844684
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,horizon,KMEANSPPS,k=11,0.4438547860437395,0.7039146055841328,0.9322408259773951
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,scared,KMEANSNF,k=10,0.614453418342218,0.8321887473105163,0.9080519445710225
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,scared,GMM,"n_components=6, covariance type=full",0.5736826774200907,0.5428064937250063,1.2079799134694462
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,scared,HC,"k=10, linkage=single, metric=euclidean",0.5215984592954895,0.2721095343586993,2.098294564672984
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,scared,KMEANS,k=10,0.6688597251833075,0.5455176074580808,1.250990562309163
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,scared,KMEANSPPS,k=10,0.5231385642478886,0.9254488798645657,0.8018476387990014
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,baran,KMEANSNF,k=11,0.5460165007244244,0.9539323953190706,0.7971544083640697
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,baran,GMM,"n_components=12, covariance type=tied",0.6402196109207736,0.535017330272903,1.2546589718303038
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,baran,HC,"k=8, linkage=single, metric=manhattan",0.5750954957500516,0.24459638724042632,2.331731660978061
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,baran,KMEANS,k=12,0.6448643587746585,0.5932855861895286,1.1651966281435004
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,baran,KMEANSPPS,k=11,0.5684232129416081,0.8744689977288733,0.855987165465548
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,Unified,KMEANSNF,k=11,0.6142934709487026,0.6067443848635959,1.1312169905495697
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,Unified,GMM,"n_components=9, covariance type=tied",0.6446840353230634,0.42816461473120676,1.4901171742187593
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,Unified,HC,"k=6, linkage=single, metric=manhattan",0.5893709818528873,0.21095812007301815,2.66482416976439
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,Unified,KMEANS,k=11,0.6240873979078863,0.5583388945971979,1.2075571672762866
rayyan,2,49,23.118181818181817,12,1000,0.0,10.0,,,Unified,KMEANSPPS,k=10,0.4009293457404771,0.8003146160665348,0.8252189756936075
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,mode,KMEANS,k=31,0.5426179724184591,1.012466741856046,0.765152368248035
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,bigdansing,KMEANSNF,k=9,0.3985387104514973,1.0140221145253805,0.6923552483613516
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,bigdansing,GMM,"n_components=9, covariance type=tied",0.5280171055304946,0.46903756775678457,1.3300212442246888
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,bigdansing,HC,"k=5, linkage=complete, metric=euclidean",0.5424301717177672,0.2805411617323713,2.0534847425197715
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,bigdansing,KMEANS,k=10,0.5427444840694502,0.4194891152070013,1.4632982822450171
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,bigdansing,KMEANSPPS,k=9,0.48441039803310665,0.8760466463270201,0.8129510629455325
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,holoclean,KMEANSNF,k=13,0.3581580107152041,1.2293332430474055,0.5858035471592582
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,holoclean,GMM,"n_components=13, covariance type=tied",0.3587127167244053,0.89304841146347,0.7392364203855283
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,holoclean,HC,"k=8, linkage=single, metric=manhattan",0.5559230507064986,0.23137827491150859,2.438924996064692
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,holoclean,KMEANS,k=23,0.3975419880668774,0.8658135336123012,0.7762625445684905
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,holoclean,KMEANSPPS,k=18,0.3706292961734794,1.1036359544280598,0.6383625920159643
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,horizon,KMEANSNF,k=8,0.6920606227366474,0.5207749229808661,1.3061379854054058
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,horizon,GMM,"n_components=10, covariance type=tied",0.7144870963282268,0.34553174114798096,1.8042886107647875
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,horizon,HC,"k=6, linkage=single, metric=manhattan",0.5296532222326698,0.3597067143319302,1.6548479259217348
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,horizon,KMEANS,k=8,0.6824721572597447,0.4352701579861379,1.4899479552109534
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,horizon,KMEANSPPS,k=8,0.6556088512765296,0.5246159597130298,1.2808825597337372
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,scared,KMEANSNF,k=6,0.6632124622549632,0.7158908470904574,1.0300367279442986
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,scared,GMM,"n_components=8, covariance type=spherical",0.6982119572163776,0.3147812034195231,1.937510859739631
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,scared,HC,"k=8, linkage=single, metric=manhattan",0.6646014918069292,0.23658555102025852,2.4457011536789404
rayyan,3,45,27.500000000000004,12,1000,0.0,15.0,,,scared,KMEANS,k=8,0.70163276342289,0.45192278399153485,1.457200077580529
