task_name,num,dataset_id,error_rate,m,n,anomaly,missing,cleaning_method,precision,recall,F1,EDR
beers,8,38,14.020746887966807,11,2410,0,0,scared,0.6922293474160695,0.11394236118838322,0.19567604639715822,0.09213308111716924
beers,8,38,14.020746887966807,11,2410,0,0,baran,0.8527725386646549,0.5683765438967397,0.6821183142625379,0.565706019806387
beers,8,38,14.020746887966807,11,2410,0,0,Unified,0.6352319879290834,0.16668521197284966,0.26407658689162056,-0.07599866473795483
beers,9,30,18.821576763485474,11,2410,0,0,mode,0.6314598264805734,0.004280472890338361,0.008503304482231263,0.004280472890338361
beers,9,30,18.821576763485474,11,2410,0,0,bigdansing,0.6608826857789514,0.18283734203016713,0.2864315879175002,0.08377496942519363
beers,9,30,18.821576763485474,11,2410,0,0,boostclean,0.6522821576763486,0.0993681206685691,0.17246332242877235,0.06053811659192825
beers,9,30,18.821576763485474,11,2410,0,0,holoclean,0.24915126367408524,0.016000815328169587,0.030070466532493022,-1.0286384019567876
beers,9,30,18.821576763485474,11,2410,0,0,horizon,0.627159562429272,0.05727680391357522,0.10496723156814605,-0.007337953526294333
beers,9,30,18.821576763485474,11,2410,0,0,scared,0.6599773670313089,0.10324092947411333,0.17855095224045456,0.08132898491642886
beers,9,30,18.821576763485474,11,2410,0,0,baran,0.8261033572236892,0.5335303709743172,0.6483381832941647,0.5301671422747656
beers,9,30,18.821576763485474,11,2410,0,0,Unified,0.6610335722368917,0.1688748471259682,0.26902231825130823,0.08418263350998777
beers,10,43,23.526970954356845,11,2410,0,0,mode,0.6019992455677103,0.009853603603603604,0.01938983186407216,0.009853603603603604
beers,10,43,23.526970954356845,11,2410,0,0,bigdansing,0.618106374952848,0.17398648648648649,0.2715392643673797,0.049924924924924924
beers,10,43,23.526970954356845,11,2410,0,0,boostclean,0.6208600528102602,0.08943318318318318,0.1563452614227438,0.056775525525525526
beers,10,43,23.526970954356845,11,2410,0,0,holoclean,0.24383251603168615,0.020833333333333332,0.038386849653485045,-0.8811936936936937
beers,10,43,23.526970954356845,11,2410,0,0,horizon,0.5909845341380611,0.06653528528528528,0.11960498654642118,-0.0175487987987988
beers,10,43,23.526970954356845,11,2410,0,0,scared,0.5495662014334214,0.10022522522522523,0.16953254245926333,-0.12058933933933934
beers,10,43,23.526970954356845,11,2410,0,0,baran,0.8490003772161449,0.6271584084084084,0.7214098246046564,0.6243430930930931
beers,10,43,23.526970954356845,11,2410,0,0,Unified,0.6093172387778197,0.13982732732732733,0.22745730222866287,0.02805930930930931
beers,11,39,28.34439834024896,11,2410,0,0,mode,0.5728781591852131,0.01384776171398711,0.02704186045636567,0.01384776171398711
beers,11,39,28.34439834024896,11,2410,0,0,bigdansing,0.5864579403998491,0.17044068977530047,0.26412069437309466,0.04520118446263717
beers,11,39,28.34439834024896,11,2410,0,0,boostclean,0.5911731422104866,0.08334784880682808,0.14609778000030332,0.05608778958369622
beers,11,39,28.34439834024896,11,2410,0,0,holoclean,0.23576009053187477,0.021424838878244208,0.03928007729808252,-0.7645009580212506
beers,11,39,28.34439834024896,11,2410,0,0,horizon,0.5543945680875142,0.07298380073157987,0.12898698678480158,-0.028827730360564362
beers,11,39,28.34439834024896,11,2410,0,0,scared,0.45480950584685026,0.09406026824595018,0.15588216418537856,-0.2587528305173315
beers,11,39,28.34439834024896,11,2410,0,0,baran,0.8435684647302905,0.6410033095279568,0.7284661975682578,0.638825988503745
beers,11,39,28.34439834024896,11,2410,0,0,Unified,0.5707280271595624,0.1261975265633165,0.206691991657225,0.008883469778784184
beers,12,33,18.80082987551867,11,2410,0,0,mode,0.6302904564315353,0.0,0.0,0.0
